playerId,season,name,team,position,situation,games_played,icetime,shifts,ppTimeOnIce,pkTimeOnIce,powerPlayIcetime,shortHandedIcetime,pp_toi,pk_toi,I_F_goals,I_F_primaryAssists,I_F_secondaryAssists,I_F_points,I_F_shotsOnGoal,I_F_xGoals,I_F_hits,I_F_takeaways,I_F_giveaways,onIce_xGoalsPercentage,onIce_corsiPercentage,onIce_fenwickPercentage,gameScore,icetime_minutes,gs_per_game,gs_per60,mp_value,I_F_goals_per60,I_F_primaryAssists_per60,I_F_secondaryAssists_per60,I_F_points_per60,I_F_shotsOnGoal_per60,I_F_xGoals_per60,I_F_hits_per60,I_F_takeaways_per60,I_F_giveaways_per60
8482062,2024,Cole Smith,NSH,R,,71,57961,1386,0,0,0,0,0,0,4,4,4,12,69,8.56,163,18,41,0.39,0.43,0.41,10.29,966.0166666666667,0.1449295774647887,0.010651990131295181,0.010651990131295181,0.004140715308569556,0.004140715308569556,0.004140715308569556,0.012422145925708667,0.07142733907282484,0.00886113076033885,0.1687341488242094,0.018633218888563,0.042442331912837944
8474673,2024,TJ Brodie,CHI,D,,54,50649,1049,0,0,0,0,0,0,2,1,7,10,23,1.5,16,14,46,0.43,0.45,0.43,0.47,844.15,0.008703703703703703,0.0005567730853521293,0.0005567730853521293,0.0023692471717111888,0.0011846235858555944,0.008292365100989161,0.011846235858555943,0.02724634247467867,0.0017769353787833917,0.01895397737368951,0.016584730201978322,0.05449268494935734
8481704,2024,Juuso Parssinen,NYR,C,,48,30341,717,0,0,0,0,0,0,6,5,5,16,30,3.76,86,4,18,0.39,0.47,0.45,8.93,505.68333333333334,0.18604166666666666,0.017659272931017433,0.017659272931017433,0.011865132988365577,0.009887610823637982,0.009887610823637982,0.03164035463564154,0.05932566494182789,0.0074354833393757615,0.17006690616657327,0.007910088658910385,0.03559539896509673
8479372,2024,Joshua Mahura,SEA,D,,64,52820,1095,0,0,0,0,0,0,0,5,4,9,58,2.62,89,10,41,0.43,0.45,0.47,7.75,880.3333333333334,0.12109375,0.0088034835289663,0.0088034835289663,0.0,0.005679666792881484,0.004543733434305188,0.010223400227186671,0.06588413479742522,0.0029761453994698976,0.10109806891329041,0.011359333585762969,0.04657326770162817
8475842,2024,Sam Carrick,NYR,C,,80,57273,1366,0,0,0,0,0,0,6,9,5,20,84,10.43,137,16,52,0.45,0.43,0.43,13.13,954.55,0.16412500000000002,0.013755172594416219,0.013755172594416219,0.0062856843538840294,0.009428526530826044,0.005238070294903358,0.02095228117961343,0.0879995809543764,0.010926614635168403,0.143523126080352,0.016761824943690745,0.05447593106699492
8475766,2024,Austin Watson,DET,L,,13,6126,155,0,0,0,0,0,0,3,0,0,3,13,1.15,36,1,5,0.37,0.5,0.5,3.33,102.1,0.2561538461538462,0.03261508325171401,0.03261508325171401,0.029382957884427033,0.0,0.0,0.029382957884427033,0.12732615083251714,0.011263467189030362,0.3525954946131244,0.009794319294809012,0.04897159647404506
8477402,2024,Pavel Buchnevich,STL,L,,76,86761,1736,0,0,0,0,0,0,20,21,16,57,145,21.31,44,15,70,0.53,0.52,0.52,49.7,1446.0166666666667,0.6539473684210527,0.03437028157812842,0.03437028157812842,0.013831099226611035,0.014522654187941587,0.011064879381288828,0.03941863279584145,0.10027546939293,0.014737036225954058,0.03042841829854428,0.010373324419958276,0.04840884729313862
8475231,2024,Casey Cizikas,NYI,C,,82,64160,1497,0,0,0,0,0,0,7,8,2,17,97,11.71,202,18,42,0.43,0.47,0.48,20.81,1069.3333333333333,0.25378048780487805,0.01946072319201995,0.01946072319201995,0.006546134663341647,0.007481296758104739,0.0018703241895261847,0.01589775561097257,0.09071072319201996,0.010950748129675811,0.18890274314214464,0.016832917705735664,0.03927680798004988
8478409,2024,Anthony Richard,PHI,C,,15,11127,246,0,0,0,0,0,0,2,4,0,6,19,1.81,8,3,6,0.55,0.53,0.53,5.96,185.45,0.3973333333333333,0.03213804259908331,0.03213804259908331,0.010784578053383662,0.021569156106767323,0.0,0.032353734160150985,0.10245349150714479,0.009760043138312214,0.043138312213534646,0.016176867080075492,0.032353734160150985
8476389,2024,Vincent Trocheck,NYR,C,,82,103807,1994,0,0,0,0,0,0,26,17,16,59,202,29.11,214,33,95,0.49,0.55,0.54,68.76,1730.1166666666666,0.8385365853658537,0.039742984577147984,0.039742984577147984,0.015027888292697026,0.009825926960609594,0.009247931257044322,0.034101746510350944,0.11675513212018458,0.016825454930785015,0.12369108056296782,0.01907385821765392,0.05490959183870067
8477476,2024,Artturi Lehkonen,COL,L,,69,84380,1605,0,0,0,0,0,0,27,11,7,45,148,27.54,33,12,55,0.56,0.58,0.57,62.33,1406.3333333333333,0.9033333333333333,0.04432092913012562,0.04432092913012562,0.019198862289642096,0.007821758710594928,0.004977482815833136,0.03199810381607016,0.10523820810618631,0.019582839535434937,0.023465276131784785,0.008532827684285376,0.03910879355297464
8478508,2024,Yakov Trenin,MIN,C,,76,57075,1134,0,0,0,0,0,0,7,5,3,15,85,11.56,241,12,51,0.44,0.43,0.42,11.11,951.25,0.14618421052631578,0.011679369250985545,0.011679369250985545,0.007358738501971091,0.005256241787122208,0.0031537450722733244,0.01576872536136662,0.08935611038107753,0.012152431011826545,0.2533508541392904,0.012614980289093298,0.053613666228646516
8474567,2024,Zach Bogosian,MIN,D,,81,76822,1577,0,0,0,0,0,0,4,6,6,16,79,2.46,81,22,68,0.4,0.41,0.41,7.73,1280.3666666666666,0.0954320987654321,0.006037333055635106,0.006037333055635106,0.0031241050740673246,0.004686157611100987,0.004686157611100987,0.012496420296269298,0.061701075212829665,0.0019213246205514046,0.06326312774986333,0.017182577907370288,0.05310978625914452
8479351,2024,Sam Steel,DAL,C,,79,67025,1452,0,0,0,0,0,0,6,9,10,25,89,8.6,60,13,41,0.45,0.47,0.46,26.7,1117.0833333333333,0.33797468354430377,0.02390152928011936,0.02390152928011936,0.0053711301753077215,0.008056695262961582,0.00895188362551287,0.02237970906378217,0.07967176426706453,0.007698619917941067,0.053711301753077215,0.01163744871316673,0.036702722864602765
8480802,2024,Ryan McLeod,BUF,C,,79,79759,1817,0,0,0,0,0,0,20,18,15,53,98,16.71,17,26,70,0.42,0.46,0.46,44.31,1329.3166666666666,0.5608860759493671,0.03333291540766559,0.03333291540766559,0.015045324038666484,0.013540791634799836,0.011283993028999862,0.039870108702466184,0.07372208778946576,0.012570368234305847,0.01278852543286651,0.01955892125026643,0.05265863413533269
8483808,2024,Andrei Kuzmenko,LAK,L,,66,61895,1181,0,0,0,0,0,0,11,15,11,37,83,11.4,19,22,57,0.63,0.59,0.58,36.03,1031.5833333333333,0.5459090909090909,0.034926892317634704,0.034926892317634704,0.010663219969302853,0.014540754503594799,0.010663219969302853,0.0358671944422005,0.08045884158655789,0.011050973422732048,0.018418289037886747,0.021326439938605706,0.05525486711366023
8481422,2024,Jake Lucchini,NSH,C,,3,2068,46,0,0,0,0,0,0,0,0,0,0,2,0.13,2,0,0,0.2,0.41,0.36,-0.4,34.46666666666667,-0.13333333333333333,-0.01160541586073501,-0.01160541586073501,0.0,0.0,0.0,0.0,0.058027079303675046,0.0037717601547388783,0.058027079303675046,0.0,0.0
8475168,2024,Matt Duchene,DAL,C,,82,84343,1693,0,0,0,0,0,0,30,26,26,82,152,21.23,29,21,78,0.57,0.55,0.54,69.8,1405.7166666666667,0.8512195121951219,0.04965438744175568,0.04965438744175568,0.021341427267230238,0.01849590363159954,0.01849590363159954,0.058333234530429316,0.10812989815396654,0.015102616696109933,0.02063004635832256,0.014938999087061167,0.05548771089479862
8474090,2024,Brendan Smith,DAL,D,,32,25361,577,0,0,0,0,0,0,1,2,3,6,27,1.81,41,7,28,0.46,0.49,0.47,5.47,422.68333333333334,0.1709375,0.012941130081621387,0.012941130081621387,0.002365837309254367,0.004731674618508734,0.007097511927763101,0.014195023855526201,0.0638776073498679,0.004282165529750404,0.09699932967942905,0.016560861164780567,0.06624344465912227
8476879,2024,Cody Ceci,DAL,D,,85,108180,2077,0,0,0,0,0,0,4,6,14,24,90,3.5,76,23,77,0.35,0.39,0.38,7.25,1803.0,0.08529411764705883,0.004021075984470327,0.004021075984470327,0.0022185246810870773,0.0033277870216306157,0.00776483638380477,0.013311148086522463,0.04991680532445923,0.0019412090959511925,0.04215196894065446,0.012756516916250694,0.04270660011092623
8482700,2024,Nolan Allan,CHI,D,,43,39031,821,0,0,0,0,0,0,1,3,4,8,17,1.04,61,8,22,0.36,0.4,0.39,-3.87,650.5166666666667,-0.09,-0.005949117368245754,-0.005949117368245754,0.0015372396300376624,0.0046117188901129876,0.0061489585201506495,0.012297917040301299,0.02613307371064026,0.001598729215239169,0.09377161743229741,0.012297917040301299,0.03381927186082857
8478882,2024,Vladislav Gavrikov,LAK,D,,82,113586,2069,0,0,0,0,0,0,5,9,16,30,112,5.98,50,22,69,0.5,0.49,0.48,50.05,1893.1,0.6103658536585366,0.02643811737361999,0.02643811737361999,0.0026411705667952036,0.0047541070202313665,0.008451745813744652,0.015847023400771224,0.05916222069621256,0.003158839997887064,0.026411705667952038,0.011621150493898896,0.03644815382177381
8478438,2024,Tommy Novak,PIT,C,,54,42869,955,0,0,0,0,0,0,13,7,2,22,92,10.25,6,12,48,0.56,0.59,0.58,29.78,714.4833333333333,0.5514814814814815,0.041680468403741636,0.041680468403741636,0.018194966059390236,0.009797289416594742,0.0027992255475984976,0.030791481023583474,0.1287643751895309,0.014346030931442301,0.008397676642795494,0.016795353285590987,0.06718141314236395
8477492,2024,Nathan MacKinnon,COL,C,,79,107989,1898,0,0,0,0,0,0,32,53,31,116,320,29.52,38,27,121,0.63,0.64,0.63,134.88,1799.8166666666666,1.7073417721518986,0.07494096620952134,0.07494096620952134,0.01777958866180815,0.029447443721119744,0.017223976516126643,0.06445100889905453,0.1777958866180815,0.016401670540518016,0.021113261535897175,0.015001527933400625,0.06722906962746206
8480012,2024,Elias Pettersson,VAN,C,,64,71656,1430,0,0,0,0,0,0,15,19,11,45,109,13.01,74,22,45,0.56,0.54,0.55,41.94,1194.2666666666667,0.6553125,0.03511778497264709,0.03511778497264709,0.012560008931561907,0.015909344646645084,0.009210673216478732,0.03768002679468572,0.09126939823601653,0.010893714413308027,0.06196271072903874,0.018421346432957463,0.03768002679468572
8480995,2024,Pontus Holmberg,TOR,R,,68,51662,1179,0,0,0,0,0,0,7,5,7,19,69,10.36,46,9,26,0.48,0.45,0.45,18.8,861.0333333333333,0.27647058823529413,0.02183423018853316,0.02183423018853316,0.00812976655956022,0.005806976113971585,0.00812976655956022,0.022066509233092023,0.08013627037280786,0.012032054508149122,0.05342418024853858,0.010452557005148853,0.03019627579265224
8478483,2024,Mitch Marner,TOR,R,,81,103593,2001,0,0,0,0,0,0,27,47,28,102,173,23.73,49,56,106,0.53,0.51,0.52,87.64,1726.55,1.0819753086419752,0.05076018649908778,0.05076018649908778,0.01563812226694854,0.027221916538762273,0.016217311980539224,0.05907735078625004,0.10019982045118879,0.013744171903506994,0.028380295965943644,0.03243462396107845,0.06139410964061279
8483678,2024,Elias Pettersson,VAN,D,,28,21541,513,0,0,0,0,0,0,1,1,1,3,19,1.14,39,1,24,0.49,0.51,0.5,5.08,359.01666666666665,0.18142857142857144,0.014149760921034307,0.014149760921034307,0.0027853860080776197,0.0027853860080776197,0.0027853860080776197,0.00835615802423286,0.05292233415347477,0.003175340049208486,0.10863005431502716,0.0027853860080776197,0.06684926419386288
8475197,2024,Tyson Barrie,CGY,D,,13,12325,282,0,0,0,0,0,0,1,2,0,3,19,0.57,10,2,11,0.47,0.52,0.52,3.12,205.41666666666666,0.24000000000000002,0.015188640973630834,0.015188640973630834,0.00486815415821501,0.00973630831643002,0.0,0.014604462474645032,0.09249492900608519,0.0027748478701825558,0.0486815415821501,0.00973630831643002,0.05354969574036511
8479291,2024,Kevin Rooney,CGY,C,,70,39550,1009,0,0,0,0,0,0,5,2,3,10,54,6.73,109,9,30,0.34,0.39,0.4,8.77,659.1666666666666,0.12528571428571428,0.013304677623261695,0.013304677623261695,0.007585335018963338,0.003034134007585335,0.004551201011378003,0.015170670037926676,0.08192161820480405,0.010209860935524654,0.16536030341340077,0.013653603034134008,0.045512010113780026
8478444,2024,Brock Boeser,VAN,R,,75,81726,1646,0,0,0,0,0,0,25,12,13,50,145,19.05,76,18,37,0.57,0.56,0.56,42.17,1362.1,0.5622666666666667,0.030959547757139712,0.030959547757139712,0.018354012187064093,0.008809925849790765,0.00954408633727333,0.036708024374128186,0.10645327068497175,0.01398575728654284,0.05579619704867484,0.013214888774686148,0.027163938036854858
8478476,2024,Kyle Capobianco,DAL,D,,1,683,20,0,0,0,0,0,0,0,0,0,0,0,0.01,1,1,0,0.12,0.42,0.38,-0.7,11.383333333333333,-0.7,-0.06149341142020498,-0.06149341142020498,0.0,0.0,0.0,0.0,0.0,0.0008784773060029283,0.08784773060029283,0.08784773060029283,0.0
8476826,2024,Yanni Gourde,TBL,C,,57,54882,1135,0,0,0,0,0,0,7,11,13,31,75,13.12,109,16,38,0.48,0.5,0.51,31.79,914.7,0.5577192982456141,0.034754564338034324,0.034754564338034324,0.007652782333005356,0.012025800809008417,0.014212310047009949,0.03389089318902372,0.0819940964250574,0.014343500601290039,0.1191647534710834,0.017492073904012244,0.04154367552202908
8480727,2024,Zach Whitecloud,VGK,D,,74,77748,1582,0,0,0,0,0,0,4,5,4,13,72,3.12,117,14,74,0.49,0.49,0.5,23.35,1295.8,0.31554054054054054,0.018019756135206053,0.018019756135206053,0.003086896125945362,0.0038586201574317028,0.003086896125945362,0.010032412409322426,0.055564130267016516,0.0024077789782373823,0.09029171168390183,0.010804136440808767,0.057107578329989195
8477500,2024,Bo Horvat,NYI,C,,81,98043,1877,0,0,0,0,0,0,28,19,10,57,243,26.33,100,22,91,0.52,0.54,0.54,66.98,1634.05,0.8269135802469136,0.04099017777913773,0.04099017777913773,0.01713533857593097,0.011627551176524586,0.006119763777118203,0.03488265352957376,0.14871025978397234,0.01611333802515223,0.061197637771182034,0.013463480309660047,0.05568985037177565
8475413,2024,Justin Dowling,NJD,C,,52,31895,777,0,0,0,0,0,0,2,2,3,7,34,4.49,51,14,29,0.47,0.47,0.48,4.24,531.5833333333334,0.08153846153846155,0.007976171813763913,0.007976171813763913,0.003762345195171657,0.003762345195171657,0.005643517792757485,0.013168208183100799,0.06395986831791817,0.00844646496316037,0.09593980247687725,0.026336416366201598,0.054554005329989025
8477971,2024,Andreas Englund,NSH,D,,35,27849,628,0,0,0,0,0,0,1,1,1,3,17,0.49,78,6,23,0.46,0.46,0.48,1.18,464.15,0.03371428571428571,0.0025422815900032316,0.0025422815900032316,0.0021544759237315525,0.0021544759237315525,0.0021544759237315525,0.0064634277711946575,0.03662609070343639,0.0010556932026284606,0.1680491220510611,0.012926855542389315,0.04955294624582571
8483424,2024,Owen Beck,MTL,C,,12,7188,159,0,0,0,0,0,0,0,0,1,1,10,0.94,23,1,11,0.55,0.49,0.5,1.53,119.8,0.1275,0.012771285475792989,0.012771285475792989,0.0,0.0,0.008347245409015025,0.008347245409015025,0.08347245409015025,0.007846410684474123,0.19198664440734559,0.008347245409015025,0.09181969949916528
8483397,2024,Marc McLaughlin,NJD,C,,14,7733,198,0,0,0,0,0,0,2,1,0,3,13,1.97,28,2,6,0.55,0.46,0.47,2.78,128.88333333333333,0.19857142857142857,0.02156989525410578,0.02156989525410578,0.015517910254752361,0.0077589551273761805,0.0,0.02327686538212854,0.10086641665589034,0.015285141600931076,0.21725074356653307,0.015517910254752361,0.04655373076425708
8479638,2024,Justin Brazeau,MIN,R,,76,54103,1251,0,0,0,0,0,0,11,8,3,22,89,12.76,123,14,43,0.49,0.51,0.49,20.91,901.7166666666667,0.27513157894736845,0.02318910226789642,0.02318910226789642,0.012198953847291277,0.008871966434393657,0.003326987412897621,0.024397907694582555,0.09870062658262943,0.01415078646285788,0.13640648392880247,0.015525941260188898,0.047686819584865904
8476869,2024,Brady Skjei,NSH,D,,82,107704,2208,0,0,0,0,0,0,10,10,13,33,156,7.5,52,32,101,0.48,0.49,0.48,31.95,1795.0666666666666,0.3896341463414634,0.017798781846542374,0.017798781846542374,0.005570823739136894,0.005570823739136894,0.007242070860877962,0.01838371833915175,0.08690485033053555,0.004178117804352671,0.02896828344351185,0.01782663596523806,0.05626531976528263
8482172,2024,Landon Slaggert,CHI,L,,33,24369,550,0,0,0,0,0,0,2,4,0,6,34,5.21,25,9,12,0.37,0.4,0.38,-0.51,406.15,-0.015454545454545455,-0.0012556937092207314,-0.0012556937092207314,0.004924289055767574,0.009848578111535148,0.0,0.014772867167302722,0.08371291394804875,0.01282777299027453,0.061553613197094674,0.022159300750954083,0.029545734334605445
8478840,2024,Will Borgen,NYR,D,,84,86091,1929,0,0,0,0,0,0,5,4,6,15,81,3.01,122,22,73,0.42,0.44,0.44,9.78,1434.85,0.11642857142857142,0.006816043488866432,0.006816043488866432,0.003484684810258912,0.0027877478482071297,0.0041816217723106945,0.010454054430776736,0.05645189392619438,0.002097780255775865,0.08502630937031747,0.015332613165139215,0.05087639822978012
8481019,2024,David Gustafsson,WPG,C,,36,19398,484,0,0,0,0,0,0,2,2,2,6,30,3.94,19,2,7,0.57,0.5,0.53,9.7,323.3,0.26944444444444443,0.030003093102381685,0.030003093102381685,0.006186204763377667,0.006186204763377667,0.006186204763377667,0.018558614290133002,0.09279307145066501,0.012186823383854005,0.05876894525208784,0.006186204763377667,0.021651716671821836
8479387,2024,Keaton Middleton,COL,D,,41,28258,630,0,0,0,0,0,0,0,1,1,2,44,1.55,69,7,27,0.49,0.51,0.51,7.55,470.96666666666664,0.18414634146341463,0.016030858517941823,0.016030858517941823,0.0,0.0021232925189326917,0.0021232925189326917,0.004246585037865383,0.09342487083303844,0.0032911034043456725,0.14650718380635572,0.014863047632528843,0.057328898011182676
8475753,2024,Justin Faulk,STL,D,,78,105068,2057,0,0,0,0,0,0,4,13,15,32,124,6.01,82,28,100,0.51,0.49,0.48,22.75,1751.1333333333334,0.2916666666666667,0.012991586401187801,0.012991586401187801,0.0022842349716374155,0.007423763657821601,0.008565881143640309,0.018273879773099324,0.07081128412075989,0.003432063044885217,0.04682681691856702,0.015989644801461908,0.05710587429093539
8477447,2024,Shea Theodore,VGK,D,,67,88409,1706,0,0,0,0,0,0,7,28,22,57,128,7.36,6,28,105,0.63,0.58,0.58,57.35,1473.4833333333333,0.8559701492537314,0.03892137678290672,0.03892137678290672,0.004750647558506487,0.019002590234025948,0.014930606612448959,0.03868384440498139,0.08686898392697576,0.0049949665758011064,0.004071983621576989,0.019002590234025948,0.0712597133775973
8480035,2024,Henri Jokiharju,BOS,D,,60,64173,1420,0,0,0,0,0,0,3,3,4,10,59,1.97,50,13,64,0.46,0.5,0.48,17.08,1069.55,0.2846666666666666,0.015969332897012762,0.015969332897012762,0.0028049179561497827,0.0028049179561497827,0.0037398906081997103,0.009349726520499277,0.05516338647094573,0.0018418961245383573,0.04674863260249638,0.012154644476649058,0.059838249731195364
8482094,2024,Daemon Hunt,MIN,D,,1,481,8,0,0,0,0,0,0,0,0,0,0,2,0.05,0,1,0,0.67,0.68,0.73,0.6,8.016666666666667,0.6,0.07484407484407483,0.07484407484407483,0.0,0.0,0.0,0.0,0.24948024948024947,0.0062370062370062365,0.0,0.12474012474012473,0.0
8476887,2024,Filip Forsberg,NSH,L,,82,91649,1818,0,0,0,0,0,0,31,24,21,76,281,32.29,151,38,113,0.58,0.59,0.58,76.08,1527.4833333333333,0.9278048780487804,0.049807417429540965,0.049807417429540965,0.020294820456306123,0.015712119062946676,0.013748104180078342,0.04975504369933114,0.18396272736200067,0.021139346855939507,0.09885541577103951,0.02487752184966557,0.07397789392137394
8479420,2024,Tage Thompson,BUF,C,,76,85529,1784,0,0,0,0,0,0,44,18,10,72,242,24.46,70,21,54,0.57,0.57,0.57,73.23,1425.4833333333333,0.9635526315789474,0.05137204924645442,0.05137204924645442,0.03086672356744496,0.012627296004863847,0.007015164447146582,0.05050918401945539,0.16976697962094728,0.01715909223772054,0.049106151130026074,0.014731845339007822,0.03788188801459154
8484821,2024,Sam Morton,CGY,C,,1,745,18,0,0,0,0,0,0,1,0,0,1,1,0.26,4,0,0,0.28,0.37,0.47,0.94,12.416666666666666,0.94,0.07570469798657718,0.07570469798657718,0.08053691275167786,0.0,0.0,0.08053691275167786,0.08053691275167786,0.020939597315436244,0.32214765100671144,0.0,0.0
8475172,2024,Nazem Kadri,CGY,C,,82,95226,1922,0,0,0,0,0,0,35,19,13,67,279,28.45,55,30,60,0.55,0.58,0.57,76.53,1587.1,0.9332926829268293,0.04822002394304077,0.04822002394304077,0.022052800705689622,0.011971520383088652,0.00819104026211329,0.042215361350891566,0.17579232562535443,0.01792577657362485,0.03465440110894084,0.018902400604876822,0.037804801209753644
8480789,2024,Oliver Wahlstrom,BOS,R,,43,26383,649,0,0,0,0,0,0,3,1,2,6,54,4.07,34,5,11,0.47,0.46,0.47,2.59,439.71666666666664,0.06023255813953488,0.005890156540196339,0.005890156540196339,0.006822575143084562,0.002274191714361521,0.004548383428723042,0.013645150286169125,0.12280635257552212,0.00925596027745139,0.0773225182882917,0.011370958571807603,0.02501610885797673
8481577,2024,Philip Tomasino,PIT,R,,61,47823,1007,0,0,0,0,0,0,11,9,4,24,104,10.6,63,17,32,0.57,0.56,0.55,27.98,797.05,0.45868852459016396,0.035104447650712,0.035104447650712,0.013800890784768836,0.011291637914810866,0.0050185057399159405,0.030111034439495643,0.13048114923781445,0.013299040210777241,0.07904146540367606,0.021328649394642747,0.040148045919327524
8482192,2024,Isaak Phillips,CHI,D,,3,2141,43,0,0,0,0,0,0,1,0,0,1,3,0.1,3,0,2,0.14,0.34,0.33,0.18,35.68333333333333,0.06,0.0050443717888836994,0.0050443717888836994,0.028024287716020554,0.0,0.0,0.028024287716020554,0.08407286314806166,0.0028024287716020557,0.08407286314806166,0.0,0.05604857543204111
8483466,2024,Kevin Korchinski,CHI,D,,16,16406,331,0,0,0,0,0,0,1,0,1,2,14,0.59,2,4,14,0.46,0.45,0.44,-0.45,273.43333333333334,-0.028125,-0.0016457393636474462,-0.0016457393636474462,0.0036571985858832134,0.0,0.0036571985858832134,0.007314397171766427,0.05120078020236499,0.002157747165671096,0.007314397171766427,0.014628794343532854,0.05120078020236499
8481028,2024,Martin Pospisil,CGY,C,,81,67107,1591,0,0,0,0,0,0,4,13,8,25,114,13.38,301,17,53,0.49,0.56,0.55,36.28,1118.45,0.44790123456790126,0.03243774867003442,0.03243774867003442,0.0035763780231570477,0.011623228575260405,0.0071527560463140955,0.022352362644731547,0.10192677365997585,0.011962984487460325,0.2691224462425678,0.015199606598417452,0.04738700880683088
8481553,2024,Bobby Brink,PHI,R,,79,70298,1568,0,0,0,0,0,0,12,14,15,41,105,14.02,98,21,58,0.58,0.54,0.54,32.24,1171.6333333333334,0.40810126582278483,0.027517141312697373,0.027517141312697373,0.010242112151128054,0.01194913084298273,0.012802640188910067,0.03499388318302085,0.08961848132237048,0.011966201029901275,0.0836439159008791,0.017923696264474095,0.04950354206378559
8477070,2024,Liam O'Brien,UTA,C,,28,15619,396,0,0,0,0,0,0,0,1,1,2,34,4.63,100,2,8,0.49,0.49,0.5,3.76,260.31666666666666,0.13428571428571429,0.01444394647544657,0.01444394647544657,0.0,0.0038414751264485565,0.0038414751264485565,0.007682950252897113,0.1306101542992509,0.017786029835456817,0.38414751264485564,0.007682950252897113,0.030731801011588452
8477435,2024,Ryan Graves,PIT,D,,61,54864,1206,0,0,0,0,0,0,1,0,3,4,39,1.39,75,18,63,0.41,0.44,0.44,7.22,914.4,0.11836065573770492,0.00789588801399825,0.00789588801399825,0.0010936132983377078,0.0,0.0032808398950131233,0.004374453193350831,0.04265091863517061,0.0015201224846894137,0.08202099737532809,0.01968503937007874,0.0688976377952756
8474151,2024,Ryan McDonagh,TBL,D,,82,100222,2099,0,0,0,0,0,0,4,12,15,31,78,4.31,23,24,115,0.49,0.45,0.45,32.8,1670.3666666666666,0.39999999999999997,0.019636407176069126,0.019636407176069126,0.0023946838019596496,0.007184051405878949,0.008980064257348687,0.018558799465187285,0.04669633413821317,0.0025802717966115223,0.013769431861267986,0.014368102811757898,0.06884715930633993
8474157,2024,Max Pacioretty,TOR,L,,37,29965,674,0,0,0,0,0,0,5,4,4,13,70,8.84,105,5,27,0.52,0.52,0.52,13.51,499.4166666666667,0.3651351351351351,0.02705156015351243,0.02705156015351243,0.010011680293675955,0.008009344234940765,0.008009344234940765,0.026030368763557483,0.14016352411146338,0.01770065075921909,0.21024528616719507,0.010011680293675955,0.054063073585850156
8482250,2024,Callahan Burke,VGK,C,,7,4553,97,0,0,0,0,0,0,1,0,0,1,12,1.59,0,0,3,0.41,0.41,0.41,0.66,75.88333333333334,0.09428571428571429,0.008697562047001976,0.008697562047001976,0.013178124313639357,0.0,0.0,0.013178124313639357,0.15813749176367228,0.02095321765868658,0.0,0.0,0.03953437294091807
8476458,2024,Ryan Strome,ANA,C,,82,82079,1695,0,0,0,0,0,0,10,23,8,41,137,19.16,52,19,66,0.53,0.54,0.54,33.24,1367.9833333333333,0.4053658536585366,0.024298541648899233,0.024298541648899233,0.007310030580294594,0.016813070334677566,0.005848024464235675,0.029971125379207837,0.10014741895003594,0.014006018591844442,0.03801215901753189,0.013889058102559729,0.048246201829944324
8483017,2024,Frederic Brunet,BOS,D,,1,863,20,0,0,0,0,0,0,0,0,0,0,2,0.05,1,1,0,0.33,0.35,0.4,-0.2,14.383333333333333,-0.2,-0.013904982618771728,-0.013904982618771728,0.0,0.0,0.0,0.0,0.13904982618771727,0.003476245654692932,0.06952491309385864,0.06952491309385864,0.0
8478010,2024,Brayden Point,TBL,C,,77,89994,1678,0,0,0,0,0,0,42,23,17,82,190,31.02,26,17,45,0.59,0.57,0.57,75.74,1499.9,0.9836363636363635,0.050496699779985325,0.050496699779985325,0.028001866791119406,0.015334355623708246,0.011334088939262616,0.05467031135409027,0.1266751116741116,0.020681378758583904,0.01733448896593106,0.011334088939262616,0.03000200013334222
8477903,2024,Garnet Hathaway,PHI,R,,67,47692,1183,0,0,0,0,0,0,10,5,6,21,80,8.72,257,8,27,0.47,0.41,0.44,18.4,794.8666666666667,0.2746268656716418,0.023148536442170593,0.023148536442170593,0.012580726327266627,0.006290363163633314,0.007548435796359976,0.026419525287259917,0.10064581061813302,0.0109703933573765,0.3233246666107523,0.010064581061813302,0.033967961083619894
8484136,2024,Max Sasson,VAN,C,,29,17976,436,0,0,0,0,0,0,3,4,0,7,31,3.39,18,6,12,0.51,0.46,0.45,5.91,299.6,0.20379310344827586,0.01972630173564753,0.01972630173564753,0.01001335113484646,0.013351134846461948,0.0,0.02336448598130841,0.1034712950600801,0.011315086782376502,0.06008010680907877,0.02002670226969292,0.04005340453938584
8480032,2024,Shane Bowers,NJD,C,,4,1981,48,0,0,0,0,0,0,0,0,0,0,2,0.05,9,1,1,0.46,0.48,0.5,-0.09,33.016666666666666,-0.0225,-0.0027258960121150934,-0.0027258960121150934,0.0,0.0,0.0,0.0,0.06057546693589096,0.0015143866733972743,0.2725896012115093,0.03028773346794548,0.03028773346794548
8482744,2024,James Malatesta,CBJ,L,,2,1268,23,0,0,0,0,0,0,0,0,0,0,0,0.05,6,1,4,0.12,0.27,0.22,-1.09,21.133333333333333,-0.545,-0.051577287066246064,-0.051577287066246064,0.0,0.0,0.0,0.0,0.0,0.002365930599369085,0.28391167192429023,0.04731861198738171,0.18927444794952683
