playerId,season,name,team,position,situation,games_played,icetime,shifts,ppTimeOnIce,pkTimeOnIce,powerPlayIcetime,shortHandedIcetime,pp_toi,pk_toi,I_F_goals,I_F_primaryAssists,I_F_secondaryAssists,I_F_points,I_F_shotsOnGoal,I_F_xGoals,I_F_hits,I_F_takeaways,I_F_giveaways,onIce_xGoalsPercentage,onIce_corsiPercentage,onIce_fenwickPercentage,gameScore,icetime_minutes,gs_per_game,gs_per60,mp_value,I_F_goals_per60,I_F_primaryAssists_per60,I_F_secondaryAssists_per60,I_F_points_per60,I_F_shotsOnGoal_per60,I_F_xGoals_per60,I_F_hits_per60,I_F_takeaways_per60,I_F_giveaways_per60
8477456,2024,J.T. Compher,DET,L,,76,76066,1644,0,0,0,0,0,0,11,12,9,32,98,15.58,29,17,49,0.43,0.43,0.43,19.96,1267.7666666666667,0.26263157894736844,0.015744222122893278,0.015744222122893278,0.00867667551862856,0.009465464202140247,0.007099098151605185,0.025241237872373992,0.07730129098414534,0.012289327689112088,0.022874871821838928,0.013409407619698683,0.03865064549207267
8479400,2024,Pierre-Luc Dubois,WSH,L,,82,85115,1760,0,0,0,0,0,0,20,29,17,66,142,22.91,65,15,65,0.59,0.56,0.57,67.28,1418.5833333333333,0.8204878048780488,0.04742759795570699,0.04742759795570699,0.014098572519532398,0.020442930153321978,0.011983786641602538,0.046525289314456916,0.10009986488868003,0.01614991482112436,0.04582036068848029,0.010573929389649298,0.04582036068848029
8481522,2024,Peyton Krebs,BUF,C,,81,67709,1612,0,0,0,0,0,0,10,8,10,28,80,10.46,136,10,46,0.43,0.48,0.47,26.62,1128.4833333333333,0.328641975308642,0.023589183121889262,0.023589183121889262,0.008861451210326544,0.007089160968261236,0.008861451210326544,0.024812063388914323,0.07089160968261235,0.009269077966001566,0.120515736460441,0.008861451210326544,0.040762675567502106
8482516,2024,Matthew Kessel,STL,D,,29,22864,507,0,0,0,0,0,0,0,2,1,3,17,0.67,22,6,31,0.46,0.49,0.46,4.03,381.06666666666666,0.13896551724137932,0.01057557732680196,0.01057557732680196,0.0,0.005248425472358292,0.002624212736179146,0.007872638208537439,0.044611616515045485,0.0017582225332400281,0.057732680195941216,0.015745276417074877,0.08135059482155353
8475287,2024,Erik Haula,NJD,L,,69,60875,1422,0,0,0,0,0,0,11,7,3,21,110,14.02,101,14,44,0.49,0.48,0.47,22.37,1014.5833333333334,0.32420289855072465,0.02204845995893224,0.02204845995893224,0.01084188911704312,0.006899383983572895,0.0029568788501026693,0.020698151950718686,0.10841889117043121,0.01381848049281314,0.0995482546201232,0.01379876796714579,0.04336755646817248
8479335,2024,Rasmus Asplund,FLA,C,,6,2855,81,0,0,0,0,0,0,0,0,0,0,2,0.2,3,4,2,0.58,0.57,0.63,0.48,47.583333333333336,0.08,0.010087565674255691,0.010087565674255691,0.0,0.0,0.0,0.0,0.04203152364273205,0.004203152364273205,0.06304728546409807,0.0840630472854641,0.04203152364273205
8483565,2024,Nick Blankenburg,NSH,D,,60,70388,1527,0,0,0,0,0,0,4,6,6,16,84,6.63,53,21,50,0.48,0.49,0.47,19.35,1173.1333333333334,0.3225,0.016494288799227142,0.016494288799227142,0.0034096721031994085,0.005114508154799113,0.005114508154799113,0.013638688412797634,0.07160311416718758,0.00565153151105302,0.04517815536739216,0.017900778541796895,0.04262090128999261
8482079,2024,Marco Rossi,MIN,C,,82,89769,1510,0,0,0,0,0,0,24,22,14,60,136,21.24,62,18,60,0.6,0.55,0.56,56.26,1496.15,0.6860975609756097,0.03760318149918123,0.03760318149918123,0.016041172342345353,0.014704407980483239,0.009357350533034789,0.04010293085586338,0.09089997660662366,0.014196437522975636,0.041439695217725496,0.012030879256759015,0.04010293085586338
8478859,2024,Niko Mikkola,FLA,D,,76,92086,2170,0,0,0,0,0,0,6,3,13,22,116,5.74,137,15,99,0.51,0.52,0.51,37.5,1534.7666666666667,0.4934210526315789,0.024433681558543103,0.024433681558543103,0.003909389049366896,0.001954694524683448,0.008470342940294941,0.014334426514345286,0.07558152162109333,0.0037399821905609973,0.08926438329387747,0.00977347262341724,0.0645049193145538
8475167,2024,Victor Hedman,TBL,D,,79,109398,2053,0,0,0,0,0,0,15,26,25,66,181,12.17,39,25,119,0.56,0.56,0.55,71.78,1823.3,0.9086075949367088,0.03936817857730489,0.03936817857730489,0.00822684144134262,0.01425985849832721,0.0137114024022377,0.03619810234190753,0.09927055339220096,0.006674710689409313,0.021389787747490813,0.0137114024022377,0.06526627543465145
8478420,2024,Mikko Rantanen,DAL,R,,82,104546,1882,0,0,0,0,0,0,32,34,22,88,212,36.26,48,40,82,0.6,0.6,0.59,89.3,1742.4333333333334,1.0890243902439023,0.051250167390431006,0.051250167390431006,0.01836512157327875,0.01951294167160867,0.012626021081629139,0.050504084326516555,0.12166893042297171,0.02080997838272148,0.02754768235991812,0.022956401966598435,0.04706062403152679
8481481,2024,Blake Lizotte,PIT,C,,59,45038,1098,0,0,0,0,0,0,11,6,3,20,52,7.19,60,10,36,0.39,0.43,0.43,13.82,750.6333333333333,0.23423728813559322,0.01841111949908966,0.01841111949908966,0.01465429193125805,0.007993250144322572,0.003996625072161286,0.02664416714774191,0.06927483458412896,0.009578578089613217,0.07993250144322572,0.013322083573870954,0.04795950086593543
8476934,2024,Brock McGinn,ANA,L,,26,18265,434,0,0,0,0,0,0,4,2,2,8,30,4.56,61,7,8,0.39,0.37,0.38,5.39,304.4166666666667,0.2073076923076923,0.017705995072543113,0.017705995072543113,0.013139885026006022,0.006569942513003011,0.006569942513003011,0.026279770052012045,0.09854913769504516,0.014979468929646864,0.20038324664659182,0.022994798795510536,0.026279770052012045
8475462,2024,Radko Gudas,ANA,D,,81,96547,1936,0,0,0,0,0,0,1,11,4,16,89,3.41,261,15,104,0.4,0.41,0.42,13.52,1609.1166666666666,0.16691358024691358,0.008402125389706567,0.008402125389706567,0.0006214589785285923,0.006836048763814516,0.0024858359141143693,0.009943343656457477,0.05530984908904472,0.0021191751167825,0.1622007933959626,0.009321884677928886,0.0646317337669736
8477505,2024,Alexander Wennberg,SJS,C,,77,87120,1647,0,0,0,0,0,0,10,13,12,35,82,12.73,30,38,41,0.48,0.51,0.5,27.62,1452.0,0.3587012987012987,0.019022038567493113,0.019022038567493113,0.006887052341597796,0.008953168044077135,0.008264462809917356,0.024104683195592287,0.05647382920110193,0.008767217630853995,0.02066115702479339,0.026170798898071626,0.028236914600550965
8484984,2024,Ivan Demidov,MTL,R,,2,1645,33,0,0,0,0,0,0,1,1,0,2,5,0.6,2,0,1,0.67,0.56,0.57,1.77,27.416666666666668,0.885,0.06455927051671732,0.06455927051671732,0.0364741641337386,0.0364741641337386,0.0,0.0729483282674772,0.182370820668693,0.02188449848024316,0.0729483282674772,0.0,0.0364741641337386
8476483,2024,Rickard Rakell,PIT,R,,81,93786,1912,0,0,0,0,0,0,35,19,16,70,203,31.72,116,20,77,0.56,0.57,0.56,73.85,1563.1,0.9117283950617283,0.04724585759068518,0.04724585759068518,0.02239140170174653,0.012155332352376688,0.010236069349369843,0.04478280340349306,0.12987012987012989,0.020293007485125712,0.07421150278293136,0.012795086686712304,0.04926108374384237
8475220,2024,Marcus Foligno,MIN,L,,77,66907,1339,0,0,0,0,0,0,14,9,6,29,91,17.86,253,20,48,0.51,0.49,0.49,33.47,1115.1166666666666,0.43467532467532466,0.03001479665804774,0.03001479665804774,0.012554740161717011,0.008070904389675221,0.0053806029264501475,0.02600624747784238,0.08160581105116058,0.016016261377733272,0.22688209006531457,0.01793534308816716,0.04304482341160118
8482659,2024,Josh Doan,UTA,R,,51,41367,970,0,0,0,0,0,0,7,8,4,19,88,14.28,45,10,25,0.64,0.6,0.6,29.9,689.45,0.5862745098039216,0.043367901950830366,0.043367901950830366,0.010153020523605772,0.011603452026978026,0.005801726013489013,0.02755819856407281,0.12763797229675827,0.020712161868155773,0.06526941765175139,0.014504315033722532,0.03626078758430633
8480245,2024,Olle Lycksell,PHI,R,,19,13556,286,0,0,0,0,0,0,0,3,2,5,10,1.65,9,4,17,0.59,0.54,0.55,4.65,225.93333333333334,0.24473684210526317,0.02058129241664208,0.02058129241664208,0.0,0.013278253172027146,0.00885216878135143,0.02213042195337858,0.04426084390675716,0.00730303924461493,0.03983475951608144,0.01770433756270286,0.07524343464148717
8477494,2024,Jonathan Drouin,COL,L,,43,46911,870,0,0,0,0,0,0,11,15,11,37,56,7.23,14,15,35,0.57,0.65,0.64,40.46,781.85,0.9409302325581396,0.05174905672443563,0.05174905672443563,0.014069194858348788,0.019185265715930166,0.014069194858348788,0.04732365543262774,0.07162499200613928,0.00924729807507834,0.01790624800153482,0.019185265715930166,0.044765620003837055
8481617,2024,Vasily Podkolzin,EDM,R,,82,65021,1376,0,0,0,0,0,0,8,6,10,24,114,14.3,211,20,55,0.56,0.55,0.57,39.66,1083.6833333333334,0.48365853658536584,0.036597406991587325,0.036597406991587325,0.007382230356346411,0.005536672767259808,0.009227787945433013,0.022146691069039232,0.10519678257793635,0.01319573676196921,0.19470632564863657,0.018455575890866025,0.050752833699881574
8480797,2024,Joel Farabee,CGY,L,,81,72479,1599,0,0,0,0,0,0,11,9,5,25,151,21.49,94,19,64,0.54,0.52,0.53,28.24,1207.9833333333333,0.34864197530864194,0.023377805985181913,0.023377805985181913,0.009106085900743664,0.00745043391879027,0.004139129954883483,0.020695649774417416,0.1250017246374812,0.01778998054608921,0.07781564315180949,0.01572869382855724,0.05298086342250859
8480018,2024,Nick Suzuki,MTL,C,,82,98698,1727,0,0,0,0,0,0,30,33,26,89,172,19.51,63,31,86,0.53,0.56,0.57,86.07,1644.9666666666667,1.0496341463414633,0.05232324869804859,0.05232324869804859,0.018237451620093617,0.02006119678210298,0.015805791404081136,0.054104439806277736,0.10456138928853674,0.011860422703600885,0.0382986484021966,0.01884536667409674,0.05228069464426837
8471214,2024,Alex Ovechkin,WSH,L,,65,69125,1274,0,0,0,0,0,0,44,19,10,73,237,31.07,110,12,47,0.59,0.58,0.58,69.7,1152.0833333333333,1.0723076923076924,0.060499095840867996,0.060499095840867996,0.038191681735985535,0.016491862567811936,0.00867992766726944,0.06336347197106691,0.20571428571428574,0.02696853526220615,0.09547920433996385,0.010415913200723327,0.040795660036166366
8479523,2024,Lucas Carlsson,SJS,D,,13,15103,326,0,0,0,0,0,0,1,2,1,4,15,0.8,4,6,6,0.36,0.42,0.41,0.57,251.71666666666667,0.04384615384615384,0.002264450771369926,0.002264450771369926,0.003972720651526187,0.007945441303052374,0.003972720651526187,0.015890882606104748,0.0595908097728928,0.0031781765212209497,0.015890882606104748,0.02383632390915712,0.02383632390915712
8471675,2024,Sidney Crosby,PIT,C,,80,97798,1958,0,0,0,0,0,0,33,33,25,91,227,30.2,67,29,86,0.56,0.57,0.56,90.37,1629.9666666666667,1.129625,0.0554428515920571,0.0554428515920571,0.020245812797807725,0.020245812797807725,0.015337736968036156,0.055829362563651605,0.1392666516697683,0.018527986257387677,0.0411051350743369,0.01779177488292194,0.05276181517004438
8477446,2024,Michael McCarron,NSH,C,,74,61086,1422,0,0,0,0,0,0,5,4,5,14,80,10.6,149,15,29,0.41,0.42,0.41,11.16,1018.1,0.15081081081081082,0.010961595128179943,0.010961595128179943,0.004911108928396032,0.003928887142716825,0.004911108928396032,0.013751104999508889,0.07857774285433651,0.010411550928199587,0.14635104606620175,0.014733326785188095,0.028484431784696986
8479661,2024,Tanner Jeannot,LAK,L,,67,44287,926,0,0,0,0,0,0,7,2,4,13,56,8.76,211,3,36,0.54,0.5,0.5,13.98,738.1166666666667,0.20865671641791045,0.018940095287556167,0.018940095287556167,0.009483595637546006,0.0027095987535845733,0.005419197507169147,0.017612391898299728,0.07586876510036805,0.011868042540700431,0.2858626685031725,0.00406439813037686,0.04877277756452232
8475188,2024,Brayden McNabb,VGK,D,,82,98955,2007,0,0,0,0,0,0,5,7,8,20,97,3.73,131,21,79,0.48,0.46,0.47,35.27,1649.25,0.43012195121951224,0.021385478247688345,0.021385478247688345,0.0030316810671517356,0.00424435349401243,0.004850689707442777,0.012126724268606942,0.05881461270274367,0.0022616340760951946,0.07943004395937547,0.01273306048203729,0.04790056086099742
8478056,2024,Clark Bishop,CGY,C,,6,2610,68,0,0,0,0,0,0,1,0,0,1,4,0.22,8,1,2,0.29,0.38,0.36,0.31,43.5,0.051666666666666666,0.007126436781609196,0.007126436781609196,0.022988505747126436,0.0,0.0,0.022988505747126436,0.09195402298850575,0.005057471264367816,0.1839080459770115,0.022988505747126436,0.04597701149425287
8481237,2024,Kyle MacLean,NYI,C,,81,48417,1133,0,0,0,0,0,0,4,4,3,11,61,5.65,108,12,26,0.4,0.44,0.45,4.72,806.95,0.058271604938271604,0.005849185203544209,0.005849185203544209,0.004956936613173059,0.004956936613173059,0.003717702459879794,0.013631575686225911,0.07559328335088915,0.007001672966106946,0.1338372885556726,0.014870809839519177,0.03222008798562488
8477942,2024,Kevin Fiala,LAK,L,,81,89976,1597,0,0,0,0,0,0,35,14,11,60,244,28.48,63,30,88,0.63,0.62,0.63,76.88,1499.6,0.9491358024691358,0.05126700453454255,0.05126700453454255,0.023339557215257403,0.00933582288610296,0.007335289410509469,0.04001066951186984,0.16271005601493732,0.01899173112830088,0.042011202987463324,0.02000533475593492,0.058682315284075755
8480074,2024,Alexandre Texier,STL,C,,31,23227,500,0,0,0,0,0,0,6,4,1,11,50,3.79,20,5,13,0.45,0.48,0.46,8.83,387.1166666666667,0.28483870967741937,0.022809661170189864,0.022809661170189864,0.015499203513152796,0.010332802342101865,0.002583200585525466,0.028415206440780126,0.1291600292762733,0.009790330219141516,0.05166401171050932,0.01291600292762733,0.03358160761183106
8479533,2024,Joona Koppanen,PIT,L,,11,8833,206,0,0,0,0,0,0,1,0,0,1,10,0.59,40,0,11,0.32,0.4,0.4,0.45,147.21666666666667,0.04090909090909091,0.003056719121476282,0.003056719121476282,0.006792709158836182,0.0,0.0,0.006792709158836182,0.06792709158836183,0.004007698403713347,0.2717083663534473,0.0,0.074719800747198
8480855,2024,Jack McBain,UTA,C,,82,66779,1638,0,0,0,0,0,0,13,8,6,27,90,12.3,291,16,63,0.47,0.47,0.47,29.68,1112.9833333333333,0.3619512195121951,0.026667065993800445,0.026667065993800445,0.011680318663052755,0.007187888408032465,0.005390916306024349,0.02425912337710957,0.08086374459036523,0.011051378427349916,0.2614594408421809,0.01437577681606493,0.056604621213255664
8481014,2024,Alexander Romanov,NYI,D,,64,85659,1763,0,0,0,0,0,0,4,8,8,20,100,3.82,147,24,81,0.44,0.45,0.47,26.3,1427.65,0.4109375,0.018421882113963506,0.018421882113963506,0.002801807165621826,0.005603614331243652,0.005603614331243652,0.01400903582810913,0.07004517914054564,0.0026757258431688437,0.1029664133366021,0.016810842993730955,0.05673659510384198
8485483,2024,Karsen Dorwart,PHI,L,,5,3294,71,0,0,0,0,0,0,0,0,0,0,4,0.24,9,0,5,0.38,0.35,0.36,-1.02,54.9,-0.20400000000000001,-0.018579234972677595,-0.018579234972677595,0.0,0.0,0.0,0.0,0.07285974499089254,0.004371584699453552,0.1639344262295082,0.0,0.09107468123861567
8480220,2024,Noah Cates,PHI,L,,78,74306,1746,0,0,0,0,0,0,16,14,7,37,110,18.15,87,21,32,0.49,0.47,0.48,35.01,1238.4333333333334,0.44884615384615384,0.028269587920221783,0.028269587920221783,0.012919548892417839,0.011304605280865609,0.0056523026404328046,0.029876456813716253,0.08882189863537264,0.014655613274836485,0.070250047102522,0.016956907921298413,0.025839097784835677
8477979,2024,Nicolas Aube-Kubel,NYR,R,,22,12436,294,0,0,0,0,0,0,1,1,0,2,18,2.54,40,9,12,0.49,0.49,0.48,1.57,207.26666666666668,0.07136363636363637,0.007574782888388549,0.007574782888388549,0.004824702476680604,0.004824702476680604,0.0,0.009649404953361208,0.08684464458025087,0.012254744290768735,0.19298809906722417,0.04342232229012544,0.05789642972016725
8476925,2024,Colton Sissons,NSH,C,,72,62031,1508,0,0,0,0,0,0,7,11,3,21,80,10.86,100,20,32,0.42,0.44,0.44,18.65,1033.85,0.25902777777777775,0.01803936741306766,0.01803936741306766,0.00677080814431494,0.010639841369637762,0.002901774918992117,0.02031242443294482,0.07738066450645646,0.010504425206751463,0.09672583063307057,0.019345166126614115,0.030952265802582583
8477931,2024,Tomas Nosek,FLA,L,,59,34752,862,0,0,0,0,0,0,1,6,2,9,47,7.55,83,5,20,0.52,0.53,0.51,17.29,579.2,0.2930508474576271,0.02985151933701657,0.02985151933701657,0.0017265193370165745,0.010359116022099447,0.003453038674033149,0.01553867403314917,0.081146408839779,0.013035220994475136,0.1433011049723757,0.008632596685082872,0.03453038674033149
8474574,2024,Tyler Myers,VAN,D,,71,88573,1962,0,0,0,0,0,0,6,9,9,24,87,4.9,87,31,61,0.46,0.44,0.45,19.08,1476.2166666666667,0.26873239436619717,0.01292493197701331,0.01292493197701331,0.0040644440179287145,0.006096666026893071,0.006096666026893071,0.016257776071714858,0.05893443825996635,0.0033192959479751167,0.05893443825996635,0.020999627425965024,0.04132184751560859
8485469,2024,Jack Williams,CBJ,R,,1,669,14,0,0,0,0,0,0,0,0,0,0,0,0.01,0,1,1,0.37,0.48,0.5,0.14,11.15,0.14,0.012556053811659194,0.012556053811659194,0.0,0.0,0.0,0.0,0.0,0.0008968609865470852,0.0,0.08968609865470852,0.08968609865470852
8474578,2024,Erik Karlsson,PIT,D,,82,114320,2146,0,0,0,0,0,0,11,17,25,53,191,9.13,29,44,140,0.51,0.54,0.53,56.82,1905.3333333333333,0.6929268292682926,0.02982155353393982,0.02982155353393982,0.005773268019594122,0.008922323303009098,0.013121063680895731,0.02781665500349895,0.10024492652204339,0.004791812456263121,0.015220433869839048,0.02309307207837649,0.0734779566130161
8479370,2024,Tyson Jost,CAR,C,,39,24272,511,0,0,0,0,0,0,4,1,4,9,44,4.21,46,6,9,0.55,0.61,0.59,17.33,404.53333333333336,0.4443589743589743,0.0428394858272907,0.0428394858272907,0.009887936717205009,0.0024719841793012522,0.009887936717205009,0.022247857613711272,0.1087673038892551,0.010407053394858272,0.11371127224785761,0.014831905075807514,0.022247857613711272
8481556,2024,John Beecher,BOS,C,,78,52807,1366,0,0,0,0,0,0,3,7,1,11,44,7.4,85,14,49,0.39,0.39,0.41,4.27,880.1166666666667,0.05474358974358974,0.004851629518813793,0.004851629518813793,0.0034086390061923606,0.007953491014448841,0.0011362130020641202,0.012498343022705322,0.04999337209082129,0.00840797621527449,0.09657810517545022,0.015906982028897683,0.055674437101141894
8477946,2024,Dylan Larkin,DET,C,,82,98748,1926,0,0,0,0,0,0,30,27,13,70,234,33.97,44,39,94,0.57,0.56,0.56,74.38,1645.8,0.9070731707317072,0.045193826710414386,0.045193826710414386,0.01822821728034998,0.016405395552314985,0.007898894154818325,0.042532506987483294,0.14218009478672985,0.020640418033782963,0.02673471867784664,0.023696682464454978,0.05711508081176328
8480058,2024,P.O Joseph,PIT,D,,47,43037,962,0,0,0,0,0,0,0,2,1,3,42,1.63,36,20,53,0.43,0.47,0.46,3.75,717.2833333333333,0.0797872340425532,0.005228059576643354,0.005228059576643354,0.0,0.0027882984408764554,0.0013941492204382277,0.004182447661314683,0.05855426725840556,0.0022724632293143108,0.050189371935776196,0.027882984408764553,0.07388990868322606
8475764,2024,Cam Fowler,STL,D,,68,87896,1777,0,0,0,0,0,0,9,17,14,40,88,5.12,8,16,63,0.49,0.51,0.5,40.05,1464.9333333333334,0.588970588235294,0.027339128060435057,0.027339128060435057,0.006143624283243833,0.011604623646127242,0.009556748885045962,0.02730499681441704,0.06007099299171748,0.003495039592245381,0.005460999362883408,0.010921998725766815,0.043005369982706834
8479339,2024,Patrik Laine,MTL,L,,52,44639,831,0,0,0,0,0,0,20,8,5,33,116,11.86,26,13,38,0.5,0.52,0.53,23.07,743.9833333333333,0.4436538461538462,0.031008759156791146,0.031008759156791146,0.026882322632675464,0.010752929053070185,0.006720580658168866,0.04435583234391451,0.1559174712695177,0.015941217321176548,0.034947019422478104,0.017473509711239052,0.051076413002083376
8482720,2024,Matthew Knies,TOR,L,,78,86650,1777,0,0,0,0,0,0,29,17,12,58,152,27.2,182,14,51,0.55,0.52,0.52,55.69,1444.1666666666667,0.7139743589743589,0.038562031159838424,0.038562031159838424,0.02008078476630121,0.011771494518176571,0.00830929024812464,0.04016156953260242,0.10525100980957876,0.018834391229082516,0.12602423542989036,0.009694171956145413,0.035314483554529714
8478173,2024,Hayden Hodgson,OTT,R,,2,1029,25,0,0,0,0,0,0,0,0,0,0,2,0.29,7,0,2,0.64,0.55,0.53,0.05,17.15,0.025,0.002915451895043732,0.002915451895043732,0.0,0.0,0.0,0.0,0.11661807580174928,0.016909620991253645,0.40816326530612246,0.0,0.11661807580174928
8480825,2024,Patrick Giles,SJS,R,,17,9416,229,0,0,0,0,0,0,1,0,0,1,15,1.4,21,1,8,0.39,0.4,0.4,-0.93,156.93333333333334,-0.05470588235294118,-0.005926083262531861,-0.005926083262531861,0.006372132540356839,0.0,0.0,0.006372132540356839,0.0955819881053526,0.008920985556499575,0.13381478334749364,0.006372132540356839,0.05097706032285471
8480823,2024,Alexander Alexeyev,WSH,D,,8,7714,163,0,0,0,0,0,0,0,0,0,0,7,0.16,9,2,7,0.56,0.49,0.56,1.22,128.56666666666666,0.1525,0.009489240342234898,0.009489240342234898,0.0,0.0,0.0,0.0,0.0544464609800363,0.001244490536686544,0.0700025926886181,0.0155561317085818,0.0544464609800363
8478550,2024,Artemi Panarin,NYR,L,,80,94479,1697,0,0,0,0,0,0,37,27,25,89,237,25.37,18,25,97,0.57,0.61,0.61,89.02,1574.65,1.11275,0.05653319785349124,0.05653319785349124,0.02349728511097704,0.01714666751341568,0.015876543993903407,0.056520496618296126,0.1505096370622043,0.016111516845013177,0.011431111675610452,0.015876543993903407,0.06160099069634522
8477998,2024,Warren Foegele,LAK,L,,82,79551,1749,0,0,0,0,0,0,24,10,12,46,199,26.1,74,33,67,0.57,0.54,0.54,62.77,1325.85,0.7654878048780488,0.04734321378738168,0.04734321378738168,0.018101595203077272,0.00754233133461553,0.009050797601538636,0.03469472413923144,0.15009239355884904,0.019685484783346537,0.05581325187615492,0.02488969340423125,0.050533619941924054
8477969,2024,Marcus Pettersson,VAN,D,,78,101512,2050,0,0,0,0,0,0,4,14,11,29,70,3.68,80,32,88,0.47,0.46,0.46,31.4,1691.8666666666666,0.4025641025641025,0.01855938214201277,0.01855938214201277,0.0023642525021672317,0.00827488375758531,0.006501694380959887,0.01714083064071243,0.041374418787926553,0.002175112301993853,0.047285050043344636,0.018914020017337854,0.05201355504767909
8477960,2024,Adrian Kempe,LAK,R,,81,93095,1804,0,0,0,0,0,0,35,27,11,73,237,29.58,100,13,78,0.56,0.54,0.54,78.56,1551.5833333333333,0.9698765432098766,0.05063214995434771,0.05063214995434771,0.022557602449111123,0.01740157903217144,0.007089532198292068,0.04704871367957463,0.15274719372683818,0.019064396584134485,0.06445029271174607,0.00837853805252699,0.05027122831516193
8477346,2024,MacKenzie Weegar,CGY,D,,81,117439,2614,0,0,0,0,0,0,8,15,24,47,184,11.44,223,52,159,0.52,0.56,0.56,69.54,1957.3166666666666,0.8585185185185186,0.03552823167772205,0.03552823167772205,0.00408722826318344,0.00766355299346895,0.01226168478955032,0.02401246604620271,0.09400625005321912,0.005844736416352319,0.1139314878362384,0.02656698371069236,0.08123366173077087
8483497,2024,Jani Nyman,SEA,R,,12,10070,189,0,0,0,0,0,0,3,1,2,6,22,2.72,13,2,5,0.47,0.47,0.48,4.11,167.83333333333334,0.3425,0.02448857994041708,0.02448857994041708,0.017874875868917575,0.005958291956305858,0.011916583912611717,0.03574975173783515,0.13108242303872888,0.016206554121151937,0.07745779543197616,0.011916583912611717,0.029791459781529292
8478439,2024,Travis Konecny,PHI,R,,82,101366,1953,0,0,0,0,0,0,24,35,17,76,188,24.74,94,26,96,0.54,0.52,0.53,61.48,1689.4333333333334,0.7497560975609756,0.03639090030187637,0.03639090030187637,0.014205946767160586,0.020717005702109187,0.010062545626738749,0.04498549809600852,0.11127991634275793,0.014643963459148037,0.05563995817137896,0.015389775664423969,0.05682378706864234
8482703,2024,Colton Dach,CHI,C,,25,18192,384,0,0,0,0,0,0,2,2,3,7,27,3.76,86,13,12,0.44,0.43,0.43,2.13,303.2,0.0852,0.0070250659630606855,0.0070250659630606855,0.006596306068601583,0.006596306068601583,0.009894459102902375,0.02308707124010554,0.08905013192612138,0.012401055408970976,0.2836411609498681,0.04287598944591029,0.0395778364116095
8474102,2024,David Perron,OTT,L,,43,36172,915,0,0,0,0,0,0,9,4,3,16,71,9.8,72,13,25,0.56,0.56,0.56,16.8,602.8666666666667,0.39069767441860465,0.027866858343470087,0.027866858343470087,0.014928674112573261,0.006634966272254783,0.004976224704191087,0.02653986508901913,0.11777065133252239,0.016255667367024218,0.11942939290058609,0.021563640384828043,0.041468539201592394
8482785,2024,Justin Robidas,CAR,C,,2,1337,30,0,0,0,0,0,0,1,1,0,2,3,0.21,2,0,1,0.53,0.66,0.61,2.5,22.283333333333335,1.25,0.11219147344801794,0.11219147344801794,0.044876589379207174,0.044876589379207174,0.0,0.08975317875841435,0.13462976813762154,0.009424083769633506,0.08975317875841435,0.0,0.044876589379207174
8478440,2024,Dylan Strome,WSH,C,,82,85528,1645,0,0,0,0,0,0,29,27,26,82,150,20.86,23,21,79,0.56,0.57,0.57,67.55,1425.4666666666667,0.823780487804878,0.04738798989804508,0.04738798989804508,0.02034421476007857,0.01894116546628005,0.018239640819380787,0.05752502104573941,0.10522869703488916,0.014633804134318584,0.016135066878683005,0.014732017584884481,0.055420447105041626
8484901,2024,Jacob Quillan,TOR,C,,1,321,7,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0.0,0.22,0.0,-0.2,5.35,-0.2,-0.03738317757009346,-0.03738317757009346,0.0,0.0,0.0,0.0,0.0,0.0,0.1869158878504673,0.0,0.0
8477504,2024,Josh Morrissey,WPG,D,,80,117078,2154,0,0,0,0,0,0,14,19,29,62,172,9.89,49,32,78,0.58,0.54,0.55,65.55,1951.3,0.819375,0.03359298928919182,0.03359298928919182,0.007174704043458207,0.009737098344693282,0.01486188694716343,0.03177368933531492,0.08814636396248655,0.005068415927842977,0.025111464152103725,0.016399323527904474,0.039973351099267154
8480064,2024,Josh Norris,BUF,C,,56,61644,1482,0,0,0,0,0,0,21,9,5,35,96,13.33,135,13,33,0.46,0.51,0.51,30.29,1027.4,0.5408928571428572,0.029482188047498536,0.029482188047498536,0.020439945493478683,0.008759976640062292,0.004866653688923496,0.03406657582246447,0.09343975082733112,0.01297449873467004,0.1313996496009344,0.01265329959120109,0.032119914346895075
8483531,2024,Brian Halonen,NJD,L,,2,1668,32,0,0,0,0,0,0,0,0,0,0,2,0.2,2,1,2,0.37,0.59,0.53,0.3,27.8,0.15,0.010791366906474819,0.010791366906474819,0.0,0.0,0.0,0.0,0.07194244604316546,0.007194244604316547,0.07194244604316546,0.03597122302158273,0.07194244604316546
8476988,2024,Matt Benning,SJS,D,,7,5477,136,0,0,0,0,0,0,0,0,0,0,7,0.34,9,1,4,0.49,0.39,0.4,-1.42,91.28333333333333,-0.20285714285714285,-0.015555961292678474,-0.015555961292678474,0.0,0.0,0.0,0.0,0.0766843162315136,0.003724666788387804,0.09859412086908892,0.010954902318787658,0.043819609275150634
8482713,2024,Mackie Samoskevich,FLA,R,,72,57552,1275,0,0,0,0,0,0,15,10,6,31,129,17.37,134,9,46,0.64,0.61,0.6,40.87,959.2,0.5676388888888888,0.042608423686405335,0.042608423686405335,0.015638031693077564,0.010425354462051709,0.006255212677231025,0.032318598832360296,0.13448707256046705,0.01810884070058382,0.1396997497914929,0.009382819015846538,0.04795663052543786
